Region,File_path,Bounds
USGS_LPC_IN_ET_B6_Jay_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Jay_2012_LAS_2016/ept.json,"([-9487715, 4906295], [-9439743, 4954267])"
USGS_LPC_IN_ET_B6_Madison_2012_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Madison_2012_LAS_2017/ept.json,"([-9575598, 4855668], [-9509596, 4921670])"
USGS_LPC_IN_ET_B6_Randolph_2012_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Randolph_2012_LAS_2017/ept.json,"([-9487920, 4864351], [-9439896, 4912375])"
USGS_LPC_IN_ET_B6_Wells_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B6_Wells_2012_LAS_2016/ept.json,"([-9518650, 4947547], [-9464042, 5002155])"
USGS_LPC_IN_ET_B7_Decatur_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Decatur_2012_LAS_2016/ept.json,"([-9541571, 4738803], [-9492197, 4788177])"
USGS_LPC_IN_ET_B7_Fayette_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Fayette_2012_LAS_2016/ept.json,"([-9500203, 4795836], [-9460329, 4835710])"
USGS_LPC_IN_ET_B7_Franklin_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Franklin_2012_LAS_2016/ept.json,"([-9496307, 4750668], [-9441207, 4805768])"
USGS_LPC_IN_ET_B7_Hancock_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Hancock_2012_LAS_2016/ept.json,"([-9569324, 4818932], [-9525680, 4862576])"
USGS_LPC_IN_ET_B7_Henry_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Henry_2012_LAS_2016/ept.json,"([-9529672, 4832785], [-9483932, 4878525])"
USGS_LPC_IN_ET_B7_Rush_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Rush_2012_LAS_2016/ept.json,"([-9538672, 4786105], [-9488986, 4835791])"
USGS_LPC_IN_ET_B7_Shelby_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Shelby_2012_LAS_2016/ept.json,"([-9577223, 4770322], [-9523677, 4823868])"
USGS_LPC_IN_ET_B7_Union_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Union_2012_LAS_2016/ept.json,"([-9469796, 4795640], [-9437842, 4827594])"
USGS_LPC_IN_ET_B7_Wayne_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B7_Wayne_2012_LAS_2016/ept.json,"([-9488085, 4821867], [-9440683, 4869269])"
USGS_LPC_IN_ET_B8_Clark_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Clark_2012_LAS_2016/ept.json,"([-9574518, 4607050], [-9506938, 4674630])"
USGS_LPC_IN_ET_B8_Dearborn_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Dearborn_2012_LAS_2016/ept.json,"([-9487740, 4711060], [-9432588, 4766212])"
USGS_LPC_IN_ET_B8_Floyd_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Floyd_2011_LAS_2016/ept.json,"([-9580352, 4603729], [-9543350, 4640731])"
USGS_LPC_IN_ET_B8_Jefferson_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Jefferson_2012_LAS_2016/ept.json,"([-9539530, 4658370], [-9482804, 4715096])"
USGS_LPC_IN_ET_B8_Jennings_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Jennings_2012_LAS_2016/ept.json,"([-9559209, 4693595], [-9502189, 4750615])"
USGS_LPC_IN_ET_B8_Ohio_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Ohio_2012_LAS_2016/ept.json,"([-9478906, 4699390], [-9442156, 4736140])"
USGS_LPC_IN_ET_B8_RipleyCo_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_RipleyCo_2012_LAS_2016/ept.json,"([-9519958, 4707292], [-9460928, 4766322])"
USGS_LPC_IN_ET_B8_Scott_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Scott_2012_LAS_2016/ept.json,"([-9564004, 4658345], [-9522858, 4699491])"
USGS_LPC_IN_ET_B8_Switzerland_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_ET_B8_Switzerland_2012_LAS_2016/ept.json,"([-9486730, 4669652], [-9437106, 4719276])"
USGS_LPC_IN_HendricksCo_2011_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_HendricksCo_2011_LAS_2015/ept.json,"([-9653242, 4807754], [-9607384, 4853612])"
USGS_LPC_IN_Hendricks_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Hendricks_2011_LAS_2016/ept.json,"([-9653242, 4807754], [-9607384, 4853612])"
USGS_LPC_IN_JohnsonCo_2011_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_JohnsonCo_2011_LAS_2015/ept.json,"([-9604442, 4772138], [-9564672, 4811908])"
USGS_LPC_IN_JohnsonCo_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_JohnsonCo_2011_LAS_2016/ept.json,"([-9604442, 4772138], [-9564672, 4811908])"
USGS_LPC_IN_Johnson_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Johnson_2011_LAS_2016/ept.json,"([-10791549, 4712887], [-10749011, 4755425])"
USGS_LPC_IN_MarionCo_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_MarionCo_2011_LAS_2016/ept.json,"([-9611027, 4810827], [-9565349, 4856505])"
USGS_LPC_IN_Marion_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Marion_2011_LAS_2016/ept.json,"([-10802851, 4750726], [-10755051, 4798526])"
USGS_LPC_IN_Monroe_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Monroe_2011_LAS_2016/ept.json,"([-9655748, 4720731], [-9602286, 4774193])"
USGS_LPC_IN_Morgan_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_Morgan_2011_LAS_2016/ept.json,"([-9651755, 4766093], [-9600293, 4817555])"
USGS_LPC_IN_WT_B10_Benton_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Benton_2013_LAS_2016/ept.json,"([-9743851, 4929430], [-9695171, 4978110])"
USGS_LPC_IN_WT_B10_Fountain_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Fountain_2013_LAS_2016/ept.json,"([-9745121, 4857603], [-9683059, 4919665])"
USGS_LPC_IN_WT_B10_Montgomery_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Montgomery_2013_LAS_2016/ept.json,"([-9699241, 4845637], [-9647249, 4897629])"
USGS_LPC_IN_WT_B10_Tippecanoe_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Tippecanoe_2013_LAS_2016/ept.json,"([-9700267, 4895524], [-9646001, 4949790])"
USGS_LPC_IN_WT_B10_Warren_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_Warren_2013_LAS_2016/ept.json,"([-9744874, 4883518], [-9692672, 4935720])"
USGS_LPC_IN_WT_B10_White_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B10_White_2013_LAS_2016/ept.json,"([-9697192, 4943748], [-9636774, 5004166])"
USGS_LPC_IN_WT_B11_Clay_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Clay_2013_LAS_2016/ept.json,"([-9727798, 4744704], [-9662530, 4809972])"
USGS_LPC_IN_WT_B11_Greene_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Greene_2013_LAS_2016/ept.json,"([-9712824, 4694571], [-9648032, 4759363])"
USGS_LPC_IN_WT_B11_Owen_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Owen_2013_LAS_2016/ept.json,"([-9691228, 4742726], [-9641918, 4792036])"
USGS_LPC_IN_WT_B11_Parke_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Parke_2013_LAS_2016/ept.json,"([-9735936, 4807926], [-9684178, 4859684])"
USGS_LPC_IN_WT_B11_Putnam_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Putnam_2013_LAS_2016/ept.json,"([-9695353, 4788066], [-9635691, 4847728])"
USGS_LPC_IN_WT_B11_Sullivan_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Sullivan_2013_LAS_2016/ept.json,"([-9761459, 4707211], [-9708179, 4760491])"
USGS_LPC_IN_WT_B11_Vermillion_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Vermillion_2013_LAS_2016/ept.json,"([-9774576, 4807859], [-9692908, 4889527])"
USGS_LPC_IN_WT_B11_Vigo_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B11_Vigo_2013_LAS_2016/ept.json,"([-9755602, 4758355], [-9703990, 4809967])"
USGS_LPC_IN_WT_B12_Daviess_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Daviess_2013_LAS_2016/ept.json,"([-9725482, 4648582], [-9664754, 4709310])"
USGS_LPC_IN_WT_B12_Dubois_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Dubois_2013_LAS_2016/ept.json,"([-9694245, 4607619], [-9647403, 4654461])"
USGS_LPC_IN_WT_B12_Gibson_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Gibson_2013_LAS_2016/ept.json,"([-9795570, 4589398], [-9718378, 4666590])"
USGS_LPC_IN_WT_B12_Knox_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Knox_2013_LAS_2016/ept.json,"([-9769847, 4634635], [-9693191, 4711291])"
USGS_LPC_IN_WT_B12_Martin_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Martin_2013_LAS_2016/ept.json,"([-9693284, 4648570], [-9632560, 4709294])"
USGS_LPC_IN_WT_B12_Perry_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Perry_2013_LAS_2016/ept.json,"([-9674090, 4555687], [-9612462, 4617315])"
USGS_LPC_IN_WT_B12_Pike_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Pike_2013_LAS_2016/ept.json,"([-9738020, 4611532], [-9691186, 4658366])"
USGS_LPC_IN_WT_B12_Posey_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Posey_2013_LAS_2016/ept.json,"([-9817902, 4546055], [-9750744, 4613213])"
USGS_LPC_IN_WT_B12_Spencer_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Spencer_2013_LAS_2016/ept.json,"([-9718535, 4547294], [-9656207, 4609622])"
USGS_LPC_IN_WT_B12_Vanderburgh_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Vanderburgh_2013_LAS_2016/ept.json,"([-9774695, 4552785], [-9723775, 4603705])"
USGS_LPC_IN_WT_B12_Warrick_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B12_Warrick_2013_LAS_2016/ept.json,"([-9739705, 4559234], [-9683503, 4615436])"
USGS_LPC_IN_WT_B9_Jasper_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B9_Jasper_2013_LAS_2016/ept.json,"([-9737708, 4971914], [-9654678, 5054944])"
USGS_LPC_IN_WT_B9_Lake_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B9_Lake_2013_LAS_2016/ept.json,"([-9767943, 5034550], [-9683243, 5119250])"
USGS_LPC_IN_WT_B9_Laporte_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B9_Laporte_2013_LAS_2016/ept.json,"([-9692162, 5046788], [-9612776, 5126174])"
USGS_LPC_IN_WT_B9_Newton_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B9_Newton_2013_LAS_2016/ept.json,"([-9765019, 4971811], [-9692071, 5044759])"
USGS_LPC_IN_WT_B9_Porter_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_IN_WT_B9_Porter_2013_LAS_2016/ept.json,"([-9731266, 5042738], [-9655072, 5118932])"
USGS_LPC_Il_12Counties_Rock_IslandCo_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_Il_12Counties_Rock_IslandCo_LAS_2016/ept.json,"([-10138888, 5042543], [-10035100, 5146331])"
USGS_LPC_KS_15CoNorth_A1_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_15CoNorth_A1_2015_LAS_2017/ept.json,"([-11366448, 4698195], [-11104628, 4960015])"
USGS_LPC_KS_15CoNorth_A2_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_15CoNorth_A2_2015_LAS_2017/ept.json,"([-11368521, 4622950], [-11104251, 4887220])"
USGS_LPC_KS_15CoNorth_A3_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_15CoNorth_A3_2015_LAS_2017/ept.json,"([-11367765, 4555621], [-11148449, 4774937])"
USGS_LPC_KS_15Co_Cheney_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_15Co_Cheney_2015_LAS_2017/ept.json,"([-11020758, 4483269], [-10868756, 4635271])"
USGS_LPC_KS_15Co_South_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_15Co_South_2015_LAS_2017/ept.json,"([-11367347, 4430592], [-11245641, 4552298])"
USGS_LPC_KS_Area1_2014_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area1_2014_LAS_2015/ept.json,"([-11154228, 4507953], [-11026936, 4635245])"
USGS_LPC_KS_Area1_Eastern_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area1_Eastern_2011_LAS_2016/ept.json,"([-10709476, 4437552], [-10507480, 4639548])"
USGS_LPC_KS_Area2_2014_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area2_2014_LAS_2015/ept.json,"([-11153090, 4416431], [-11020628, 4548893])"
USGS_LPC_KS_Area2_B1_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area2_B1_2012_LAS_2016/ept.json,"([-11059715, 4745053], [-10935887, 4868881])"
USGS_LPC_KS_Area2_B2_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area2_B2_2012_LAS_2016/ept.json,"([-11091500, 4645216], [-10962644, 4774072])"
USGS_LPC_KS_Area2_B3_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area2_B3_2012_LAS_2016/ept.json,"([-11161462, 4612669], [-11090612, 4683519])"
USGS_LPC_KS_Area2_B4_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area2_B4_2012_LAS_2016/ept.json,"([-11091008, 4565648], [-10969730, 4686926])"
USGS_LPC_KS_Area2_B5_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area2_B5_2012_LAS_2016/ept.json,"([-10983033, 4488731], [-10861657, 4610107])"
USGS_LPC_KS_Area2_B6_2012_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Area2_B6_2012_LAS_2016/ept.json,"([-11036562, 4502155], [-10960326, 4578391])"
USGS_LPC_KS_Lidar_1_B1_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Lidar_1_B1_2013_LAS_2016/ept.json,"([-10751764, 4522015], [-10669350, 4604429])"
USGS_LPC_KS_Lidar_1_B2_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Lidar_1_B2_2013_LAS_2016/ept.json,"([-10750628, 4465660], [-10680208, 4536080])"
USGS_LPC_KS_Lidar_1_B3_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Lidar_1_B3_2013_LAS_2016/ept.json,"([-10751699, 4423648], [-10681633, 4493714])"
USGS_LPC_KS_Lidar_1_B4_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Lidar_1_B4_2013_LAS_2016/ept.json,"([-10679792, 4539454], [-10633560, 4585686])"
USGS_LPC_KS_Lidar_1_B5_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Lidar_1_B5_2013_LAS_2016/ept.json,"([-10684378, 4488931], [-10632306, 4541003])"
USGS_LPC_KS_Lidar_1_B6_2013_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Lidar_1_B6_2013_LAS_2016/ept.json,"([-10683785, 4437523], [-10630855, 4490453])"
USGS_LPC_KS_NF_Nin_Sub_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_NF_Nin_Sub_2011_LAS_2016/ept.json,"([-11036394, 4470631], [-10872838, 4634187])"
USGS_LPC_KS_SCentral_L1_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_SCentral_L1_2015_LAS_2017/ept.json,"([-10681643, 4679796], [-10576731, 4784708])"
USGS_LPC_KS_SCentral_L2_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_SCentral_L2_2015_LAS_2017/ept.json,"([-10766794, 4728317], [-10733650, 4761461])"
USGS_LPC_KS_SCentral_L3_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_SCentral_L3_2015_LAS_2017/ept.json,"([-11186332, 4679715], [-10998326, 4867721])"
USGS_LPC_KS_SCentral_L4_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_SCentral_L4_2015_LAS_2017/ept.json,"([-11020757, 4337841], [-10750011, 4608587])"
USGS_LPC_KS_South_Central_AOI_2_Manhattan_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_South_Central_AOI_2_Manhattan_2015_LAS_2017/ept.json,"([-10766794, 4728317], [-10733650, 4761461])"
USGS_LPC_KS_Statewide_B1_2017_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KS_Statewide_B1_2017_LAS_2018/ept.json,"([-10904579, 4733681], [-10767669, 4870591])"
USGS_LPC_KY_KYAPED_Area2_2012_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KY_KYAPED_Area2_2012_LAS_2017/ept.json,"([-9303082, 4420635], [-9198466, 4525251])"
USGS_LPC_KY_NRCS_Watersheds_2011_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_KY_NRCS_Watersheds_2011_LAS_2016/ept.json,"([-9770258, 4419464], [-9617798, 4571924])"
USGS_LPC_LA_Amite_2018_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_Amite_2018_LAS_2019/ept.json,"([-10199790, 3526186], [-10035142, 3690834])"
USGS_LPC_LA_Barataria_2013_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_Barataria_2013_LAS_2015/ept.json,"([-10060706, 3378061], [-9942842, 3495925])"
USGS_LPC_LA_Bayou_Nezpique_B1_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_Bayou_Nezpique_B1_2018/ept.json,"([-10333688, 3594352], [-10264086, 3663954])"
USGS_LPC_LA_Bayou_Nezpique_B2_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_Bayou_Nezpique_B2_2018/ept.json,"([-10367424, 3558213], [-10306276, 3619361])"
USGS_LPC_LA_Bayou_Nezpique_B3_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_Bayou_Nezpique_B3_2018/ept.json,"([-10319571, 3565298], [-10251837, 3633032])"
USGS_LPC_LA_Bayou_Nezpique_B6_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_Bayou_Nezpique_B6_2018/ept.json,"([-10322695, 3477842], [-10260395, 3540142])"
USGS_LPC_LA_Chenier_Plain_2017_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_Chenier_Plain_2017_LAS_2018/ept.json,"([-10453880, 3336426], [-10171806, 3618500])"
USGS_LPC_LA_SoTerrebonne_GI_2015_LAS_2016/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_LA_SoTerrebonne_GI_2015_LAS_2016/ept.json,"([-10169653, 3277844], [-9803337, 3644160])"
USGS_LPC_MA_ME_MA_QL1_UTM18_L1_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL1_UTM18_L1_2015_LAS_2017/ept.json,"([-8150876, 5162052], [-8039562, 5273366])"
USGS_LPC_MA_ME_MA_QL1_UTM18_L1_2015_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL1_UTM18_L1_2015_LAS_2018/ept.json,"([-8150876, 5162052], [-8039562, 5273366])"
USGS_LPC_MA_ME_MA_QL2_UTM18_L1_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL2_UTM18_L1_2015_LAS_2017/ept.json,"([-8184187, 5139946], [-8028729, 5295404])"
USGS_LPC_MA_ME_MA_QL2_UTM18_L1_2015_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL2_UTM18_L1_2015_LAS_2018/ept.json,"([-8184187, 5139946], [-8028729, 5295404])"
USGS_LPC_MA_ME_MA_QL2_UTM18_L2_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL2_UTM18_L2_2015_LAS_2017/ept.json,"([-8168201, 5164915], [-8061035, 5272081])"
USGS_LPC_MA_ME_MA_QL2_UTM18_L2_2015_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL2_UTM18_L2_2015_LAS_2018/ept.json,"([-8168201, 5164915], [-8061035, 5272081])"
USGS_LPC_MA_ME_MA_QL2_UTM19_L1_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL2_UTM19_L1_2015_LAS_2017/ept.json,"([-8003822, 5156152], [-7946830, 5213144])"
USGS_LPC_MA_ME_MA_QL2_UTM19_L1_2015_LAS_2018/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_ME_MA_QL2_UTM19_L1_2015_LAS_2018/ept.json,"([-8003822, 5156152], [-7946830, 5213144])"
USGS_LPC_MA_NE_CMGP_Sandy_Z18_2013/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_NE_CMGP_Sandy_Z18_2013/ept.json,"([-8107738, 5164840], [-8002744, 5269834])"
USGS_LPC_MA_NE_CMGP_Sandy_Z19_2013/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_NE_CMGP_Sandy_Z19_2013/ept.json,"([-8047357, 5033832], [-7753877, 5327312])"
USGS_LPC_MA_NE_CMGP_Sandy_Z19_A2_2015_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_NE_CMGP_Sandy_Z19_A2_2015_LAS_2017/ept.json,"([-7928991, 5234402], [-7926877, 5236516])"
USGS_LPC_MA_NE_CMGP_Snds_2013_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_NE_CMGP_Snds_2013_LAS_2015/ept.json,"([-8107738, 5164840], [-8002744, 5269834])"
USGS_LPC_MA_Sndy_CMPG_2013_LAS_2015/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MA_Sndy_CMPG_2013_LAS_2015/ept.json,"([-8047357, 5033832], [-7753877, 5327312])"
USGS_LPC_MD_Garret_Co_2014_LAS_2017/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MD_Garret_Co_2014_LAS_2017/ept.json,"([-8856946, 4749237], [-8777636, 4828547])"
USGS_LPC_MD_HurricaneJoaquin_2015_LAS_2019/,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/USGS_LPC_MD_HurricaneJoaquin_2015_LAS_2019/ept.json,"([-8412278, 4556672], [-8341436, 4627514])"
